bnumber,E14R012a01,E14R012a02,E14R012a03,E14R012a04,E14R012a05,E14R012a06,E14R012b01,E14R012b02,E14R012b03,E14R012b04,E14R012b05,E14R012b06,E14R012c01,E14R012c02,E14R012c03,E14R012c04,E14R012c05,E14R012c06
b1921,2.0327928971296206e-10,1.8637882412907013e-10,1.9833234108244995e-10,2.40940934994132e-10,2.4953346932237805e-10,1.8543874527634388e-10,2.9165261954230485e-10,2.1318062940910836e-10,2.0215838071097117e-10,2.41234775167747e-10,2.180162989785073e-10,1.5910148377239255e-10,3.7075762029661375e-10,4.3540077363060907e-10,3.952984373523502e-10,5.53670985402022e-10,3.9810223356266903e-10,3.0632189144667295e-10
b1922,4.0190465232328266e-10,3.725998624724593e-10,4.098910647084622e-10,4.505730914646461e-10,3.94082048470207e-10,3.187196288610466e-10,3.576091090243338e-10,4.3544674362017455e-10,3.852569769353394e-10,4.0358961255040687e-10,3.7861716533689533e-10,2.6869767682691136e-10,7.358894191225236e-10,7.776525973110718e-10,6.695813147359837e-10,8.803262875014121e-10,7.348669408802028e-10,5.725641301923643e-10
b1923,4.3750777349361025e-09,4.46815950846161e-09,4.378467527492351e-09,5.089921280289456e-09,4.894965444206763e-09,3.975610718671616e-09,3.748197090344498e-09,3.425557435279239e-09,3.827958807904406e-09,3.920353921935588e-09,4.347546303295716e-09,4.281747045421615e-09,6.437239529178535e-09,5.971966486770219e-09,6.6428117023541865e-09,6.81806113572565e-09,7.501210052796612e-09,7.202220058509918e-09
b1924,3.0473511927682613e-10,2.971233802847871e-10,3.1489010725021374e-10,3.4428005118808095e-10,3.6163902081295174e-10,2.4973103327111444e-10,3.7119083071478157e-10,2.6978981198995624e-10,2.822450531972137e-10,3.350078800723963e-10,2.941788823687746e-10,2.286972271583988e-10,5.366299033950807e-10,4.777364373594867e-10,5.470140890700808e-10,5.778225143813124e-10,4.1627008038804955e-10,4.212599796689593e-10
b1925,3.290437203437922e-10,3.090098646022231e-10,2.8934830491845006e-10,3.130716059561363e-10,3.402698968797314e-10,2.4993184675455465e-10,2.715672048201667e-10,2.3371876321803466e-10,2.323903938972615e-10,2.648296388501054e-10,2.3696820426501733e-10,2.2390257360799127e-10,4.584011045872182e-10,4.281831069340841e-10,4.469276812964129e-10,4.918035149224255e-10,4.995045826398336e-10,3.7386762095277307e-10
b1926,2.4241446080629876e-10,2.3013039279802273e-10,2.1594889226142497e-10,2.345897967871051e-10,2.2111957523940427e-10,1.7799417770526887e-10,2.1699297343207218e-10,1.7905504137453877e-10,1.5877767627100003e-10,1.7557043015099236e-10,1.730617718311674e-10,1.595143498610653e-10,4.011123423601676e-10,3.3875825471906957e-10,3.083036925356088e-10,3.996813164240594e-10,3.435413596671775e-10,2.8100324209806527e-10
b1927,1.0542569323202214e-10,9.21448083731155e-11,9.127977751385093e-11,9.287169839180031e-11,7.850658374907518e-11,9.194878663967083e-11,9.70059943312908e-11,8.968373294096316e-11,8.243922708099112e-11,8.440094393422332e-11,1.023900228362879e-10,1.3003297588660176e-10,1.1769081895840077e-10,1.201517715078808e-10,1.1046645010564218e-10,1.0758642750360489e-10,1.179227465254998e-10,1.478040878554047e-10
b1928,1.71392306429635e-10,2.1960066803685412e-10,2.0637755382656063e-10,1.7042505529301118e-10,1.3888810400825086e-10,1.1869543503370285e-10,1.7231817344870664e-10,2.3095182681055947e-10,1.7504836440038348e-10,1.989060678268476e-10,1.7587147357205335e-10,1.8342789639468882e-10,2.4402374834502233e-10,2.5043049743915867e-10,1.8028208422224607e-10,1.844769484637185e-10,1.5781521058263683e-10,2.2855859981601348e-10
b1929,1.6465249327638175e-10,1.6512119787078043e-10,1.4723222034876983e-10,1.0195891080276128e-10,5.6931409309564463e-11,4.6073030834159e-11,1.384419259205002e-10,1.2606342376913248e-10,1.0711211944065591e-10,6.533225236124569e-11,1.919105378090479e-11,1.976630099183702e-11,1.5766583184115667e-10,1.4633421281351494e-10,1.4534605490611128e-10,9.503822833536266e-11,5.052001382815149e-11,4.115555212343194e-11
b1930,1.4653804214960915e-10,1.5689739112311546e-10,1.7889182985910433e-10,1.442990040322934e-10,4.948414773904511e-11,3.802255649380987e-11,1.1166605711231432e-10,1.4782789200594822e-10,1.4333534316746274e-10,7.589992806351722e-11,3.3971432154434536e-11,2.8395794820175978e-11,1.578186299614513e-10,1.969163229242628e-10,1.841595910083371e-10,1.4955944373233036e-10,7.80979174393716e-11,3.5070736660001194e-11
b1931,1.8388148691312592e-11,1.754580003577739e-11,1.3199555502328548e-11,1.364133933412903e-11,1.1219123016584403e-11,1.4146516028834653e-11,9.737347046096272e-12,1.3882271525892534e-11,1.4998713304499472e-11,1.3948707081018222e-11,1.6031428752695902e-11,1.857097733841973e-11,1.9368570493439368e-11,1.4260844786018905e-11,1.4475562015667554e-11,1.3990158362740511e-11,1.3372727234923429e-11,1.9403683435984553e-11
b1932,1.4777666504267066e-11,1.4564810647056487e-11,1.282963059010412e-11,1.5087865346595522e-11,1.083175968776384e-11,1.2946720175658438e-11,1.9170962525238292e-11,1.1984655127830877e-11,1.2303991756607696e-11,1.111570096047739e-11,1.3932612008484982e-11,1.8646967141307628e-11,1.8481119235801285e-11,1.664079148734548e-11,1.3878709510846187e-11,1.4880724687165342e-11,1.5195669948537438e-11,1.4118174314500518e-11
b1937,2.585814799233918e-11,3.199434328634931e-11,3.4037070355357923e-11,2.4517258899885317e-11,2.7539346552223353e-11,3.385702801168548e-11,3.655609494263194e-11,4.218997897768979e-11,3.0656793048762127e-11,2.543513101943632e-11,2.619665390752542e-11,2.6338456182726918e-11,7.373432334009303e-11,7.92512201081347e-11,6.313004657406099e-11,4.640932593871213e-11,4.9522310010339224e-11,3.410018695230074e-11
b1938,5.3994110017098696e-11,4.712744038560232e-11,5.108537257285309e-11,4.899045783325844e-11,4.81567608447785e-11,3.954070681943727e-11,5.330839948871864e-11,4.554380239702604e-11,4.407767758597531e-11,4.117411366673817e-11,3.613286342043962e-11,3.621362982653293e-11,9.03563303827011e-11,1.0248316798098261e-10,8.71174768895264e-11,8.636364939200629e-11,8.780127750723081e-11,7.579719671049466e-11
b1939,8.704277086332463e-11,6.506766945069722e-11,7.008728803776391e-11,6.884444287621575e-11,6.518106646279999e-11,6.143604429658105e-11,7.267866031709999e-11,7.944153964556222e-11,6.930176985081055e-11,5.828960272149835e-11,5.802557598616155e-11,5.2198320116425e-11,1.5809179453592394e-10,1.3306065798212058e-10,1.1491850444016039e-10,1.3324455128425218e-10,1.2269757236518687e-10,1.1157732687095581e-10
b1940,8.49760174735165e-11,6.26465202443597e-11,6.738198745786273e-11,6.435579882705066e-11,5.840536052567252e-11,6.284991869807699e-11,5.744884463724985e-11,6.75900683622173e-11,6.271627984742001e-11,5.239043750796431e-11,5.226217323638398e-11,5.3045497175008036e-11,1.5088285818795917e-10,1.263968871722806e-10,1.0783238631554567e-10,1.2076043104809202e-10,1.1574968309593586e-10,1.0925978268390238e-10
b1941,3.396565068424315e-11,2.9674449170903084e-11,2.8022945615219663e-11,2.1741451996479596e-11,2.2883264751065705e-11,2.0432854770344296e-11,2.9539525711836886e-11,3.1840681876680376e-11,2.6041208870054515e-11,2.5206653270536308e-11,2.18165650222465e-11,2.1443685258047678e-11,5.158022499023345e-11,5.1966224183023185e-11,4.8506838674278266e-11,4.476187496251604e-11,4.120579122739697e-11,4.28922235008182e-11
b1942,2.913737484024189e-11,2.7087260035884645e-11,2.4728738360884755e-11,1.1703498259575787e-11,1.9519988301124452e-11,2.466459439677464e-11,3.282071669341492e-11,3.588529137425171e-11,3.192927522211333e-11,1.7599262428475932e-11,1.3663453458475925e-11,2.2029175586510105e-11,4.7651699866715274e-11,5.2662704106844586e-11,4.3382573160498935e-11,4.791242512016025e-11,3.883580413278992e-11,4.834067134547374e-11
b1943,3.0480528006804836e-11,2.5504314565885568e-11,1.849236750539987e-11,2.2304965089369253e-11,1.9438005504946997e-11,2.6203063185618756e-11,3.0555316269706555e-11,2.4293241962072307e-11,2.3183981154634913e-11,2.1428616951727756e-11,1.859128692203383e-11,1.746517752837221e-11,3.685754030106325e-11,4.398877824186408e-11,4.0218814162874026e-11,4.469410915505076e-11,3.1998916015289516e-11,3.875346983067476e-11
b1944,9.646792500899745e-11,1.1427098422315612e-10,9.328651373040663e-11,9.243791640640258e-11,8.697052258877431e-11,9.482967627841936e-11,1.1709505469124086e-10,1.0183181851238659e-10,9.314616747926142e-11,8.893159674683661e-11,6.555981083623717e-11,5.881876788047766e-11,1.8638294536994357e-10,1.826813213510923e-10,1.5786161930060213e-10,1.7478294866273593e-10,1.6043429944196929e-10,1.4999672752078842e-10
b1945,7.506497001719302e-11,6.114899386401645e-11,5.4822058238694524e-11,5.445666140556688e-11,5.5122580509310796e-11,5.647334287208096e-11,7.050277407760588e-11,5.8057445174876686e-11,5.048313111769894e-11,4.71606705057306e-11,3.122606487345942e-11,3.673847368181085e-11,1.2276237792098803e-10,1.13084939449618e-10,8.511529539979344e-11,9.576395185850787e-11,8.436045960564356e-11,7.521490177212236e-11
b1946,5.2929976985622565e-11,6.283957577669979e-11,3.8817094763616414e-11,4.488874224235562e-11,4.6761321450014114e-11,4.647712817584751e-11,5.558650756409891e-11,5.987639954347838e-11,3.044319380876235e-11,2.9007134891415276e-11,3.006349975590655e-11,3.083831445936908e-11,1.236606832829505e-10,1.1862497247118046e-10,6.81911130256223e-11,6.3665641257749e-11,5.928084052342704e-11,6.208606741270813e-11
b1947,3.593437889599253e-11,2.7523900799763512e-11,2.3424964584290168e-11,2.4535079663972455e-11,2.6060521367501223e-11,2.5890062211675474e-11,3.2496532253112265e-11,2.903595265533061e-11,2.4220323498966106e-11,1.7713337166568963e-11,1.233118275946893e-11,1.812663066603014e-11,5.970044165360634e-11,5.80576254156896e-11,4.702376406021101e-11,3.5585090061642636e-11,3.535122170717658e-11,3.087947715363355e-11
b1948,2.372871695529131e-11,1.5903113193893212e-11,1.812693366957664e-11,1.1511495636099338e-11,1.2124287622765359e-11,1.2020699678504344e-11,9.86402815141303e-12,1.6776765950784647e-11,1.1462022533281261e-11,1.1610725634962693e-11,7.159967156927406e-12,7.855078248254243e-12,2.95667044824509e-11,2.5851409272891804e-11,2.132051908820506e-11,1.9128001632399995e-11,1.5712064061134217e-11,1.6057747108724638e-11
b1949,1.315706738948685e-11,8.299234854947279e-12,1.092602611592995e-11,9.928922540595388e-12,1.714469356609295e-11,1.0978011974049197e-11,1.4223808936786157e-11,1.96991128609585e-11,5.842490261625859e-12,4.948346431290585e-12,8.077470055234744e-12,1.1682916697854932e-11,2.7845872820542454e-11,2.1681763865550325e-11,2.156804927836266e-11,1.2365568742519306e-11,1.106937025146078e-11,1.9902339596695976e-11
b1950,1.0608470971216073e-11,7.10985406363318e-12,7.488155478178744e-12,6.204367558338325e-12,6.609443172533604e-12,7.1475948024669355e-12,7.311218988526386e-12,5.062797477322774e-12,5.505709772022586e-12,5.0870262038872644e-12,4.942764888212343e-12,6.7426447827780915e-12,1.3879402040488097e-11,1.2630663204733967e-11,8.314689060973884e-12,7.26406840779842e-12,9.693728767981296e-12,7.896885399480174e-12
b1951,1.5037890732672866e-11,8.958644365894135e-12,1.286634039917623e-11,6.808966519907874e-12,8.790783388473221e-12,5.688125626361285e-12,1.5968109101746768e-11,9.923335879396696e-12,8.829381350434585e-12,7.630733719428843e-12,1.1957841475944854e-11,1.513340894890679e-11,1.7488492137693672e-11,9.673848521927457e-12,8.342617241934886e-12,8.898710518292384e-12,1.3276532003045078e-11,9.49804142787324e-12
b1952,3.986640819768168e-11,4.30467627017578e-11,3.97944045963174e-11,3.008500809860004e-11,1.0732532574784916e-11,4.555291032423287e-11,4.884516515738905e-11,2.348874716133793e-11,2.0899333515656332e-11,3.4390255669136546e-11,3.71496105693832e-11,7.038532120320216e-11,7.606447561085316e-11,4.13644998569719e-11,3.407531898954083e-11,6.403284887843583e-11,4.399616722285683e-11,7.194261166644412e-11
b1953,1.3206845358879569e-10,1.413749065186091e-10,1.2712171034040725e-10,1.2250473929136258e-10,1.269802469515144e-10,8.455970897191639e-11,9.776205596111788e-11,1.4006329584840098e-10,1.1250654430014114e-10,1.2733038947930112e-10,1.4836568896608486e-10,2.3900002459660005e-10,1.1099318068997157e-10,1.4388285941438331e-10,1.2992295176529104e-10,1.360679480572373e-10,2.0696417271918692e-10,2.49501414248494e-10
b1955,8.404284525708954e-11,8.52593634692061e-11,9.245136520939366e-11,8.173606562902545e-11,8.947978604506042e-11,8.406328481919783e-11,1.0187563178736422e-10,9.427777879039095e-11,7.183216324424112e-11,8.539605601161846e-11,1.0264333573869771e-10,1.2461224535472438e-10,9.02374006896151e-11,9.851856524216951e-11,7.993796096418917e-11,9.542693274573225e-11,1.1082499565869467e-10,1.3414575320544736e-10
b1956,4.092543320883615e-11,4.036017363601686e-11,3.785468745542759e-11,2.7730855228232088e-11,2.2800974921907706e-11,3.46909066695884e-11,3.54612823392733e-11,3.571287909606964e-11,3.328348403691715e-11,3.300260801695457e-11,2.7760598405802762e-11,4.208369101573985e-11,3.7786344324366026e-11,4.6135824102575386e-11,3.460590748108009e-11,3.487727190977005e-11,3.6522532582922186e-11,3.825755766008761e-11
b1957,5.6051488448877226e-11,5.979895114234334e-11,7.927645122877046e-11,5.956390797543341e-11,5.226423241284585e-11,4.218693172884619e-11,6.727392710321716e-11,3.154203190236807e-11,4.3176645065311986e-11,6.582388302282695e-11,6.566273047648245e-11,7.452335931789591e-11,3.367375529397267e-11,6.943326761705998e-11,1.009471610455234e-10,5.3959433670260853e-11,3.27215450290434e-11,8.205542383750565e-11
b1958,4.2228539981113925e-11,4.3822132134847035e-11,4.458039623806176e-11,3.957747884726774e-11,3.2376501133842513e-11,2.511893644923667e-11,4.840127961433754e-11,4.430331198500554e-11,4.670328706682983e-11,3.5460194343812996e-11,3.7742888004624286e-11,5.050549765725956e-11,4.6040791801428284e-11,5.363852429653794e-11,4.995647473596764e-11,4.64654369723965e-11,4.040930412407735e-11,5.008654561765071e-11
b1959,1.0183267311364342e-11,4.246592182572209e-12,7.8414750671936e-12,6.1478060027574005e-12,4.3863394001294874e-12,5.135800384381277e-12,1.0397295119552923e-11,5.279861861918135e-12,6.619636724415494e-12,4.340560402229894e-12,4.554865295898288e-12,1.132668130884139e-11,8.882062990584094e-12,8.875382904093754e-12,4.861114005152707e-12,5.509462512194938e-12,7.192416902519202e-12,6.125548457106655e-12
b1960,2.746352564729182e-11,3.2656164808230056e-11,3.01300491943546e-11,2.3733728611117814e-11,2.5758078179483797e-11,3.4557380245969756e-11,2.1980324320825074e-11,3.7581995458140686e-11,3.469289363598951e-11,2.832138702164186e-11,3.203121977982374e-11,2.7450275269248837e-11,3.477233170781858e-11,2.7714214904171175e-11,2.777459962921064e-11,2.1231944628112934e-11,2.886148569819408e-11,3.117513172212579e-11
b1961,1.173094520488591e-10,1.1591493914427911e-10,1.1418741000527023e-10,9.295895034885561e-11,9.147413417557967e-11,9.538173703997242e-11,1.257412796517554e-10,1.329748002202795e-10,1.0986446536841005e-10,9.279919317871044e-11,9.23774174622343e-11,1.0824845449925477e-10,1.0372846482656744e-10,1.2270787633875339e-10,1.1993329799927327e-10,1.0455545571450335e-10,1.0336182767245156e-10,1.071063811322302e-10
b1962,1.893192308719323e-10,2.0196844793495533e-10,2.1721282919942626e-10,1.7270862842598406e-10,1.6797020148902848e-10,1.8015944369959064e-10,1.943381619007774e-10,2.1666425942720173e-10,2.0380308340864636e-10,1.9973418061922555e-10,1.8334030670385793e-10,2.363275774010538e-10,2.008581630724413e-10,2.352538972441048e-10,2.1565463181326885e-10,2.3018851467318056e-10,2.0422324482635103e-10,2.3069079901627282e-10
b1963,1.283370674856876e-10,1.3914860959880442e-10,1.4420993822203633e-10,1.5452795788361598e-10,1.184569153068237e-10,1.2945031105837735e-10,1.6772403743541812e-10,1.536485828011245e-10,1.6362174097079325e-10,1.5525219045992795e-10,1.586045230786866e-10,2.030182634595376e-10,1.3619163252228947e-10,1.7790134760403968e-10,1.6160279479847167e-10,1.7618959225642577e-10,1.6315948480235343e-10,1.7369705898918872e-10
b1967,1.5216798240645335e-10,1.6658446554028436e-10,1.604401905640012e-10,1.584029294404159e-10,1.3209825220467182e-10,1.2631292837262058e-10,1.6320943257936049e-10,1.5930394020725967e-10,1.639038212496949e-10,1.6647194335450556e-10,2.033503425396032e-10,3.8873209125152775e-10,1.344312236412728e-10,1.45524296265321e-10,1.3933536417983363e-10,1.5541895938117472e-10,1.702853299082925e-10,3.0693964431015515e-10
b1968,1.8856791506365387e-11,1.3768143390161527e-11,1.515000528445957e-11,1.2610497176331863e-11,1.5494769309525372e-11,1.3699879891326343e-11,1.8313939562570396e-11,1.560842815787286e-11,1.504505776502624e-11,1.3722733917702756e-11,1.485741257266774e-11,2.3385756205364365e-11,1.855335200045917e-11,1.7179365183602467e-11,1.5398139256062268e-11,1.5396472926200137e-11,1.6566921996377076e-11,1.8051874024551423e-11
b1969,2.637295922333802e-11,2.5369251999782028e-11,3.185585720292813e-11,2.7628987401032596e-11,3.8232219510602774e-11,3.256755683389319e-11,3.991569631589915e-11,3.4879564339131314e-11,3.074164259307422e-11,3.2307002695754115e-11,3.076300257250728e-11,4.9794205626169986e-11,3.551942725991156e-11,4.143231051247513e-11,2.9722362991186244e-11,4.343525587110465e-11,4.240417476358565e-11,4.0733527892116085e-11
b1970,6.553235245838985e-12,1.3513887263806408e-12,4.528661055755249e-12,6.0866091176075426e-12,4.1875810253743986e-12,6.435294670501961e-12,6.485092549144875e-12,3.2076642612577707e-12,4.2810741293572046e-12,4.604307125621472e-12,3.3821437225394867e-12,1.2415425301823917e-11,4.94642733131802e-12,6.590276248398913e-12,4.9753172593801674e-12,9.204671025216723e-12,1.2817479032092334e-11,9.551702678878175e-12
