bnumber,E14R012a01,E14R012a02,E14R012a03,E14R012a04,E14R012a05,E14R012a06,E14R012b01,E14R012b02,E14R012b03,E14R012b04,E14R012b05,E14R012b06,E14R012c01,E14R012c02,E14R012c03,E14R012c04,E14R012c05,E14R012c06
b0035,3.105225316489857e-11,2.364930271166121e-11,2.0831840856474147e-11,1.59773489337198e-11,9.282471272913248e-12,5.505752106985012e-12,1.0376148078631799e-11,1.1226824914402197e-11,1.9645373504716955e-11,9.991346462598593e-12,7.365557440197106e-12,9.531842651077715e-12,2.4237493923458295e-11,1.6146176808577337e-11,1.597954837424454e-11,8.054087147064633e-12,1.2336823568388871e-11,9.551702678878175e-12
b0036,8.486776776972857e-12,5.6878832509065436e-12,4.7651898497501096e-12,6.40450844731698e-12,2.203147724177868e-12,6.0190272020774185e-12,4.386731393115832e-12,5.625330530358638e-12,8.258564658033876e-12,4.118068831718261e-12,4.942764888212343e-12,6.7426447827780915e-12,4.337313137652531e-12,5.696181445272181e-12,4.465295977189679e-12,2.421356135932807e-12,8.850795831635095e-12,6.820037390460149e-12
b0037,2.077890704157623e-11,1.940674267594401e-11,1.6688684624653762e-11,1.6591202863562216e-11,1.5962062981245745e-11,1.1409215277601676e-11,1.9710004399203995e-11,1.620768928402429e-11,1.707743350377842e-11,1.6530144480941736e-11,1.3991239181314526e-11,1.5124006236644277e-11,2.2362438050987645e-11,2.028005807540142e-11,1.6500090070917388e-11,1.9888875858978022e-11,1.6830162925791875e-11,1.4515143800484539e-11
b0038,2.0015098939016846e-11,1.3299575000707422e-11,1.4051129126155973e-11,1.3555146075649705e-11,1.6105727953521583e-11,1.2375295503038693e-11,1.85493896167406e-11,1.5239699883806432e-11,1.630388433834357e-11,1.343761548790661e-11,1.3518076133053381e-11,1.250394941999368e-11,1.3988458558164488e-11,1.2620081180685018e-11,1.2116889914018518e-11,1.6269211917173833e-11,1.3592899651433168e-11,1.1808164897594258e-11
b0039,3.901307001870814e-11,3.787615994713517e-11,3.6264978419336036e-11,3.4393738583240956e-11,2.7259612384092186e-11,2.1462878576584624e-11,2.6468490693138577e-11,3.325447146274182e-11,2.6664035842654358e-11,2.6475572330839334e-11,2.0657467827022654e-11,2.2160282170412724e-11,3.637342199588291e-11,3.540975049052165e-11,2.847135168256714e-11,3.467536060105176e-11,3.650372011120954e-11,2.3933622780744217e-11
b0040,6.050472049963724e-12,3.1334545072385993e-12,2.647202796792203e-12,1.660349779109587e-12,1.7134784975029324e-12,1.1703111840234744e-12,1.7690510058103258e-12,1.4583502200566482e-12,2.335645462912187e-12,1.5071959124557472e-12,2.357770675209349e-12,3.605271901788855e-12,3.598193725820065e-12,2.439795136874234e-12,2.0757229284025267e-12,1.046215635572024e-12,2.840862158326607e-12,3.90837503934282e-12
b0041,5.407564748314687e-12,4.349014628534062e-12,1.3880052066990114e-12,3.060596061978792e-12,2.994754915116236e-12,3.4516580505419616e-12,2.4845484441529065e-12,2.867457445669825e-12,3.827020812607198e-12,2.2226246215500012e-12,1.20937260381715e-12,3.0073728150459104e-12,1.7687225002894734e-12,4.5447229712984715e-12,2.040678255585341e-12,3.908498567904526e-12,4.726445393084047e-12,3.29347670291189e-12
b0042,3.3186701829455174e-12,3.2621461126180925e-12,3.1233804730979348e-12,2.5044197319061323e-12,2.756861259531817e-12,1.5691207338040562e-12,2.439662871835585e-12,2.3463785687202604e-12,3.9666535238004474e-12,2.020806421765853e-12,1.9792070243128705e-12,3.5155261387359204e-12,0.0,4.338656892543174e-12,2.954337603728963e-12,1.8516126668242813e-12,5.273929503441287e-12,3.8927502416044424e-12
b0043,7.285074592888954e-12,4.339996454084017e-12,3.1165357965345223e-12,4.520289362663339e-12,2.2414087136853635e-12,2.5259671408407126e-12,4.165386038564281e-12,2.0602882424563908e-12,3.819085051461305e-12,2.2180157576380265e-12,2.0516702156514378e-12,4.115844599129706e-12,3.1770987369118854e-12,4.38412234098388e-12,3.195654787129097e-12,3.079258305318904e-12,5.402701965655949e-12,4.3821964078834545e-12
b0044,9.430265353768295e-12,9.723406689811926e-13,0.0,2.737118429411928e-12,5.0216926930302744e-12,1.0289495543621023e-12,1.3331723358869253e-12,4.615907107663621e-12,2.0535233628623995e-12,3.975426152365856e-12,3.2446582053630855e-12,4.610606406342162e-12,4.745353049557124e-12,3.386988664246828e-12,4.211531109087947e-12,3.311436527364553e-12,1.152791559288792e-12,3.927180892361061e-12
b0045,4.848932026381351e-12,1.8869691570085805e-12,4.014891093757471e-12,1.6525532455863451e-12,3.248442831479388e-12,1.1093483174377288e-12,2.0122789051816926e-12,1.990631615175746e-12,2.5091761801667032e-12,1.857289628659781e-12,2.098911130591748e-12,4.970864157100678e-12,2.558069731823619e-12,2.19098214869761e-12,2.542739593736344e-12,2.1421088279946505e-12,3.23145402532418e-12,4.6574418020976224e-12
b0046,2.5140074603485637e-11,1.4742886067797857e-11,1.663642089727447e-11,1.3043143972307103e-11,1.4684187425770413e-11,2.841648042867565e-11,1.2272731748664734e-11,1.5830529218924355e-11,1.519736440930934e-11,1.6863057663290262e-11,1.2884762206705987e-11,2.746355551853246e-11,2.569653443816782e-11,2.3843122087367767e-11,1.9384962529471783e-11,2.0322640021398306e-11,1.7478930132914593e-11,3.0835779780302937e-11
b0047,2.1244004368379125e-11,1.6186182264092937e-11,1.9372065149887518e-11,1.2572222921261253e-11,1.7338054771725577e-11,1.5383956307135643e-11,1.726107340148335e-11,1.73125438261118e-11,2.0151806334054446e-11,1.5829469422484348e-11,1.6420491431527345e-11,2.203037873105597e-11,2.011423144126187e-11,2.0151309248259513e-11,1.7202362970015242e-11,1.658830516057619e-11,1.830164945442319e-11,2.5271999595861077e-11
b0048,5.4764293515813244e-11,5.942442743999046e-11,4.6298232129506174e-11,4.788757262180318e-11,4.513233203234933e-11,6.041802748640603e-11,5.272014694440531e-11,6.822034457380652e-11,4.470450338234129e-11,3.572903880153446e-11,4.601002105127599e-11,5.145181674175623e-11,6.255148049040435e-11,7.062189558044179e-11,5.3496116659988944e-11,3.8359201415804e-11,4.6277722116000375e-11,5.235489641627275e-11
b0049,1.0162304132417748e-10,9.810247566661554e-11,7.869758737269692e-11,7.650278517551106e-11,7.668279806402143e-11,1.0135886328676466e-10,9.951767319180632e-11,7.919222736532792e-11,6.952875658439016e-11,6.120283449179714e-11,7.00440268956647e-11,8.427430115321646e-11,1.0270984162904252e-10,9.21268961778853e-11,7.952791250389137e-11,7.788168355273187e-11,6.679893132743488e-11,9.035547724140697e-11
b0050,2.092957056366943e-10,2.1022160012551472e-10,1.8923076289472796e-10,1.8836602182335965e-10,1.9037942966685543e-10,2.0914423183345768e-10,2.344438364782374e-10,2.0615269657144546e-10,1.8759507855963136e-10,1.7199957173014555e-10,1.531444246849622e-10,1.83832643296374e-10,2.041068232761102e-10,2.4495025445806307e-10,1.9268816085232166e-10,2.3906610045455946e-10,1.4392465016606066e-10,2.0553896016551508e-10
b0051,2.185881258249933e-10,2.1210054290682563e-10,2.157705657953448e-10,1.898339988617037e-10,1.85024603685295e-10,2.471095672156168e-10,1.906111672392387e-10,2.0815435913158372e-10,2.0315374062734094e-10,1.9641155405160224e-10,1.8582749036850165e-10,1.9139492032417637e-10,2.5463356385105273e-10,2.1383078421799568e-10,2.039053055063232e-10,1.6707898038656938e-10,1.8658233275256274e-10,2.0867154597851273e-10
b0052,1.410395679300074e-10,1.331821601444573e-10,1.4237579191769256e-10,1.3312303437495354e-10,1.2299237387738494e-10,1.4481762711772786e-10,1.23413475093484e-10,1.4198698284058915e-10,1.3666346785890052e-10,1.2997647095935362e-10,1.2224771974176628e-10,1.2810982477035812e-10,1.5560823533891517e-10,1.346542035283327e-10,1.333369045787958e-10,1.3165052863442553e-10,1.1675132553391636e-10,1.4387916143436562e-10
b0053,4.677017888634709e-10,4.474536344160622e-10,4.3860047109895844e-10,4.662006542681973e-10,4.2698835995706175e-10,3.722357032093451e-10,4.641430157257342e-10,4.824508301085381e-10,4.5019374586625855e-10,4.4833491847723307e-10,4.132305187288543e-10,4.5107084403587117e-10,4.665039978698951e-10,4.636587317171573e-10,4.3545495966967954e-10,4.998252081193645e-10,4.49196077715966e-10,4.507089005508133e-10
b0054,3.406765791438253e-10,3.5754048612776913e-10,3.726372389620325e-10,3.245662010773211e-10,3.8412279895465787e-10,3.486246316572833e-10,3.8424586592375977e-10,3.993805449796019e-10,3.741300315278084e-10,3.692488058968608e-10,3.753481903015362e-10,4.0915728743019477e-10,3.578357039721157e-10,3.798241604751082e-10,3.716499083302908e-10,3.5131307713036567e-10,3.5783649021046686e-10,3.661641570065021e-10
b0055,8.276559836868392e-11,8.252010681156093e-11,8.130474670897032e-11,6.88202250697219e-11,7.002765864396033e-11,6.485917233895004e-11,8.638302418836411e-11,6.285185252692732e-11,6.556492752494493e-11,6.299709050037427e-11,6.588978509385789e-11,8.32101312629267e-11,7.352677093227898e-11,9.54174966025855e-11,7.445056846757506e-11,7.774088207391629e-11,7.672499699448091e-11,7.571628853606436e-11
b0058,5.528599012408224e-11,6.055513413605028e-11,5.676288364269856e-11,5.5310559485269746e-11,6.12356942051461e-11,7.438727567362562e-11,5.341590645942091e-11,5.5617361260321254e-11,5.574635577211032e-11,5.049716198851166e-11,5.2990339810652825e-11,7.203547782321653e-11,6.716582787518069e-11,6.165758453642412e-11,5.502470842070898e-11,6.850251663019312e-11,7.932395454857295e-11,7.95298825478066e-11
b0059,6.512245000495352e-11,5.540903043448608e-11,6.279816055188206e-11,5.309105543254517e-11,7.141655733570379e-11,8.129622081264235e-11,6.25411970715021e-11,6.53417178431713e-11,6.057210825955399e-11,5.208729383805256e-11,6.430288790702016e-11,8.059676353605488e-11,5.647313048498238e-11,5.184796652753618e-11,5.660886207596406e-11,5.4452391664961745e-11,6.39842951699678e-11,7.815238630271382e-11
b0060,3.639583189917373e-11,3.4541461357423335e-11,3.4435930962882425e-11,3.401501246480499e-11,3.298083717396991e-11,3.542194948223836e-11,3.8408519206419915e-11,3.58755394755135e-11,3.300690146475201e-11,3.413297625249102e-11,3.5384393949199926e-11,4.2494651176446255e-11,4.4605511289733265e-11,3.81218468056576e-11,3.50633700598137e-11,3.4630405050600036e-11,3.672996909044898e-11,4.098984616214457e-11
b0061,1.0784006821818929e-11,8.03055458985906e-12,1.537789941234876e-12,4.747226697572861e-12,1.2442237147335442e-12,2.124521741740456e-12,3.8537312558227815e-12,4.447653419326721e-12,4.522675914754982e-12,3.2833015992201457e-12,4.2429547227445815e-12,6.187831835274319e-12,2.9393877522796286e-12,3.3567738013427555e-12,5.043535744019998e-12,4.10236956843292e-12,6.188583176556091e-12,2.4325919052682545e-12
b0062,1.3722325591345825e-11,7.0601513554653054e-12,7.649276363815624e-12,8.054271660662343e-12,9.01965549085025e-12,4.1288142237952e-12,7.387478929152383e-12,4.410004460384351e-12,8.501659639191757e-12,6.330155935025526e-12,5.683192384782102e-12,9.580744953391931e-12,9.067352364999297e-12,7.248426339783624e-12,6.920706447037863e-12,8.01476404070968e-12,8.810950133578784e-12,5.4404005604396e-12
b0063,8.205184275457492e-12,4.103849588200034e-12,2.3575676672608205e-12,3.6043019506362015e-12,2.034671721740737e-12,3.8216396977895966e-12,3.376062885878361e-12,4.675642376115738e-12,4.622440824639283e-12,3.915015264756375e-12,2.0998028248629142e-12,5.935138702634722e-12,4.40619987572113e-12,5.146230423382093e-12,3.5550277303183553e-12,2.702067276201488e-12,4.476221813450186e-12,6.132754984703251e-12
b0064,5.1217891169686715e-11,4.481515928435299e-11,4.23001700663426e-11,4.616689549527007e-11,3.545612453602879e-11,3.632496627221837e-11,6.493217380356787e-11,6.286851461178147e-11,4.609278977188715e-11,5.067989171233602e-11,4.3131534701056595e-11,4.163395964337477e-11,4.575914760145261e-11,6.111392849027785e-11,4.143753279279959e-11,5.358077793394592e-11,5.350896037272829e-11,4.9102061550246745e-11
b0065,2.452514640433297e-11,2.8125335659444207e-11,4.3366078905635345e-11,4.339049233766967e-11,5.0933372615564916e-11,4.251824271100991e-11,2.2035733321439912e-11,4.3349651174720523e-11,4.34563890353032e-11,4.903285759786499e-11,5.850577413230611e-11,4.3083371021829176e-11,3.386964683145942e-11,2.8754824442457824e-11,4.239975481500111e-11,5.1002190598820275e-11,6.928820471536824e-11,5.2371835761545384e-11
b0066,2.2370119213121285e-11,2.4387919902369256e-11,3.1006405709819966e-11,3.0161633397800554e-11,3.510148803623884e-11,3.850010818234245e-11,2.6860175586787725e-11,2.9101817399892606e-11,3.6307352179204684e-11,4.059244234804707e-11,3.935658838926441e-11,3.6019536867885116e-11,3.512105136677952e-11,3.035964652826175e-11,3.1343324716875585e-11,3.7670357936175265e-11,2.986192576432758e-11,3.1891465749463587e-11
b0067,2.6379511511343815e-11,2.5479553095433255e-11,2.9540371681702875e-11,3.112936690285096e-11,3.0614858670291525e-11,4.5121674805635497e-11,2.2339331228296568e-11,2.6056461136738846e-11,3.3067678383716115e-11,2.8228406425386247e-11,3.0558567170365236e-11,2.6608711646167075e-11,2.241663516671224e-11,2.584125090443623e-11,2.6801817758139252e-11,2.1447550493901723e-11,2.7536681855359234e-11,3.027771094512718e-11
b0068,1.2220381190380123e-10,1.3058841822878644e-10,1.4813743260204478e-10,1.5311490614305024e-10,1.732989724341233e-10,2.379291449691997e-10,1.272806618012737e-10,1.5049046757081005e-10,1.5348572585577435e-10,1.5475717948172271e-10,1.3878258044109218e-10,1.4151172895213488e-10,1.3161958382113426e-10,1.334983477072669e-10,1.7349837266967727e-10,1.4421704706705592e-10,1.2621484391501143e-10,1.3587127015132606e-10
b0069,3.710961729847979e-11,3.490379867281189e-11,3.390339001861482e-11,3.189677394381282e-11,2.4209110163511386e-11,2.78357277630816e-11,3.167311364032509e-11,3.3085780895777026e-11,3.584835527748955e-11,3.113763543328895e-11,2.860233192411457e-11,2.3986296772571612e-11,3.250495156876395e-11,2.8545253949636018e-11,3.1112399786061056e-11,3.368928134345182e-11,2.7387680555695477e-11,2.7581623626802898e-11
b0070,3.181190467387163e-11,2.89011342815853e-11,2.1774478964174646e-11,2.1739412096149304e-11,1.90858425511334e-11,1.930284906778277e-11,2.6958827006080176e-11,2.2491771475372823e-11,2.9017784293894313e-11,2.389080379851331e-11,2.5296214735190643e-11,3.299685367951476e-11,3.873021807722154e-11,2.4095347879332866e-11,2.4523052068393e-11,2.205188093802982e-11,2.8366696883789662e-11,2.679017457641213e-11
b0071,7.31594350767447e-10,7.929044397750055e-10,8.404371526562514e-10,8.629396969416811e-10,8.004163136765214e-10,8.800682071896989e-10,1.3907146982125705e-09,1.2313383627605442e-09,1.2446399445219848e-09,1.4266555979900644e-09,1.1813371480013888e-09,1.2907097327119766e-09,9.736013399320692e-10,8.788759725809014e-10,9.401961272096826e-10,1.0357334195446135e-09,7.896679344346042e-10,1.0856496840689557e-09
b0072,6.529769622708692e-10,7.15992775010991e-10,8.038632154597325e-10,8.674749438335223e-10,7.984390948064275e-10,8.17371802246395e-10,1.3388983110695597e-09,1.3212957163901984e-09,1.4188169393299507e-09,1.3855718411597065e-09,1.310355216235882e-09,1.2242370293020104e-09,9.051879575856454e-10,7.837627248613729e-10,9.551394575267192e-10,8.948301760766468e-10,7.141658988949996e-10,9.594446548366154e-10
b0073,7.512822391782075e-10,7.913997457017246e-10,8.160223827945122e-10,8.172343196964148e-10,8.549599813351774e-10,7.703465205335232e-10,1.4684068448147624e-09,1.2770041696861575e-09,1.2871230963493746e-09,1.19863956943146e-09,1.2861491044233664e-09,1.22484974656423e-09,9.693199143314187e-10,8.346757025217828e-10,9.894577364088817e-10,8.894045016535772e-10,8.148461173099712e-10,9.587072870283003e-10
b0074,4.778724516698129e-10,5.034125154940833e-10,5.320009262646358e-10,4.6513137529738125e-10,6.366713604152666e-10,4.712530012154818e-10,9.50340570642288e-10,8.584411941550918e-10,7.823135368905745e-10,8.474190629544593e-10,1.045914849627771e-09,9.635844558761995e-10,6.657872296442922e-10,6.076184361548953e-10,6.622127338923633e-10,4.994901158215432e-10,6.739171025148483e-10,7.542105907435648e-10
b0075,1.7672047354812122e-10,2.1416368548653199e-10,1.5534360598230214e-10,1.242269843451237e-10,1.4412258028996887e-10,1.3735280097763878e-10,3.870695355204725e-10,1.8485097766038965e-10,1.1650163357448424e-10,3.405152811671824e-10,3.176243706769383e-10,2.711880951241981e-10,2.1378919058731486e-10,1.3337646291091057e-10,1.0541070595711401e-10,2.1549365727204322e-10,1.9235533576504844e-10,3.6041017666232186e-10
b0076,1.918711665728818e-11,1.2120267639726372e-11,1.7265520275066887e-11,1.497876462536231e-11,1.1297744641374677e-11,7.820670606512801e-12,2.1076550784720842e-11,1.543688425730302e-11,1.4359436142218958e-11,1.7323705560150785e-11,1.41392397289498e-11,1.7346551883395105e-11,1.226301775889259e-11,1.8329205815859476e-11,1.5108867853853008e-11,1.7953902598664912e-11,1.0163860326229467e-11,1.641698897932186e-11
b0077,1.4913931837035533e-10,1.5118543796157807e-10,1.4816392006312013e-10,1.2968003523088874e-10,1.1335859563410545e-10,8.359081136063724e-11,1.917541054438568e-10,1.7187114135199865e-10,1.6078667062155233e-10,1.4725102988671846e-10,1.4475993649866998e-10,1.3566321567640397e-10,1.6194480665353445e-10,1.640783829883424e-10,1.6882669973122062e-10,1.2982310193142638e-10,1.2071078344402007e-10,1.207841613984244e-10
b0078,1.6748582670060204e-10,1.6709605084988812e-10,1.7903429684982716e-10,1.4335142125461024e-10,1.1741147070465895e-10,9.021645278062833e-11,2.750815122628112e-10,2.5541979397925757e-10,2.0925723712763677e-10,1.7931385015360737e-10,1.5267405467944202e-10,1.5395176314904064e-10,1.9000258305044454e-10,2.33216588501131e-10,2.2992558167818675e-10,2.3485346309621187e-10,1.5498120331701257e-10,1.4691335770038283e-10
b0080,1.8683297786047212e-10,1.6788178315393606e-10,1.86554673909344e-10,1.6696913137856282e-10,1.461322577043708e-10,1.0824057383815517e-10,1.5929815980777978e-10,1.8208925986665874e-10,1.6553770901385002e-10,1.7046025483999015e-10,1.6014952083615818e-10,1.2800804507070415e-10,1.8855216056372743e-10,1.8608668974500497e-10,1.5891398858235834e-10,1.5271747182707679e-10,1.7761831143531981e-10,1.5155241401845548e-10
b0081,2.3591977078264175e-10,2.3641040946521763e-10,2.2985426834516708e-10,2.143976499020806e-10,2.1901597354108805e-10,2.0568431997928726e-10,2.6900390447304436e-10,2.825009058155324e-10,2.3977650194621784e-10,2.611556969809103e-10,2.3856502950407593e-10,3.181708509891912e-10,2.616782458943553e-10,3.10296969778599e-10,2.581043277042488e-10,2.894723330301985e-10,3.005111132021997e-10,2.959255134540215e-10
b0082,1.9978394501332012e-10,1.960253254945963e-10,1.8683494102713103e-10,1.5393833285449691e-10,1.510147334387984e-10,1.456144040970164e-10,1.9964574501187872e-10,2.1117407118482346e-10,1.970800487614538e-10,1.7298102970315703e-10,1.7664422691992368e-10,2.0671293695767212e-10,1.8670266307518956e-10,2.1734605004549613e-10,1.933164388526995e-10,2.0081581013830618e-10,2.264273733477459e-10,1.8775033857584504e-10
b0083,1.2605551961927536e-10,1.2768031759890297e-10,1.244451243540415e-10,8.78097587973751e-11,1.002935216264441e-10,8.495176663206014e-11,1.2159992714067813e-10,1.221929674245163e-10,1.4047787629400341e-10,1.213884576414873e-10,1.271387463821107e-10,1.2144842546240197e-10,1.4738546533234065e-10,1.5819371328862212e-10,1.2914977453156544e-10,1.2628367326753668e-10,1.4503065315764747e-10,1.1502605239728497e-10
b0084,8.570500199487764e-11,8.596240315214929e-11,9.168615367354088e-11,7.197195563942804e-11,5.843248442107458e-11,6.187098141433276e-11,1.0464647925989892e-10,8.776757914396191e-11,6.774650319576797e-11,6.460630270266143e-11,5.97609942769592e-11,7.071413145231112e-11,9.832634850844795e-11,9.66561410587657e-11,7.357659317278362e-11,8.951316711843331e-11,7.662408358097186e-11,8.169247863067721e-11
b0085,1.373474170791683e-10,1.3324402025440324e-10,1.3638061246656072e-10,1.2002531214230395e-10,1.0894000016538333e-10,1.0763767248099695e-10,1.2711130291686382e-10,1.570950156482434e-10,1.2603689524882294e-10,1.2123044674188437e-10,1.1856785519064532e-10,1.30366678989818e-10,1.4516727474635428e-10,1.5649800924367062e-10,1.3729053291275177e-10,1.3656019807883315e-10,1.2504261046666202e-10,1.311287548665898e-10
b0086,1.3031116081634616e-10,1.3870890728894075e-10,1.3103770804480614e-10,1.1164339243266282e-10,1.1207175610177255e-10,1.113387064183982e-10,1.4594801066786865e-10,1.4893041867303692e-10,1.4263872073380644e-10,1.216842425967724e-10,1.1440207680954156e-10,1.1449276475542973e-10,1.4240951265217308e-10,1.357169849504595e-10,1.3466696355157352e-10,1.2947034051577387e-10,1.1401940432800692e-10,1.1827089878154383e-10
b0087,9.33204739028706e-11,8.304795802516446e-11,8.12438445039419e-11,8.044294936037668e-11,5.621047031642039e-11,6.19547453947658e-11,6.931017582099013e-11,7.876762495397277e-11,8.13412877089944e-11,8.15464494544449e-11,7.272442557057566e-11,6.87915685511888e-11,6.985800004609116e-11,7.546536295532581e-11,6.814350751090822e-11,7.700263109119032e-11,6.941147624409012e-11,7.81262187690128e-11
b0088,1.3494462774850187e-10,1.2850412905056764e-10,1.2141354055407044e-10,1.183104881972724e-10,1.0973466979524984e-10,1.0277454644580616e-10,1.1484428712600402e-10,1.4563023240029516e-10,1.3226292496336794e-10,1.1270756059632985e-10,1.021319452478916e-10,1.0369266070114604e-10,1.3867537050141937e-10,1.3325278168210234e-10,1.1673781788600107e-10,1.3263947267675994e-10,1.1966957484617057e-10,1.1048329648775349e-10
b0089,8.484964638643771e-11,7.963579506362445e-11,8.741699190663248e-11,7.135650143429119e-11,5.375633219818774e-11,5.839702285938355e-11,7.197201586293741e-11,7.383472419589698e-11,6.980108592511972e-11,7.551285758710159e-11,6.275483697540466e-11,6.222650824701105e-11,7.663516299485742e-11,7.860917533108302e-11,7.500994201398407e-11,7.779790663572694e-11,7.260640792752103e-11,7.24823740262138e-11
b0090,1.0302247066892311e-10,1.0147700799912811e-10,8.639259211799259e-11,8.451872836447276e-11,8.347493403861365e-11,7.500338283938261e-11,1.068611970000611e-10,1.187777733680552e-10,1.0108069404020248e-10,9.374231221703442e-11,8.043782387244308e-11,9.068624210318853e-11,1.187049842977781e-10,1.1424277847095643e-10,1.0580455539268012e-10,1.1490095084593987e-10,1.0170495428791915e-10,8.450616053290531e-11
b0091,1.6867019332751723e-10,1.4605809354721964e-10,1.5868428339366392e-10,1.3996157665938543e-10,1.4324318827464024e-10,1.2392947469904444e-10,1.743192877210142e-10,1.880118945665221e-10,1.634228697646624e-10,1.4219942126769354e-10,1.4289181433982385e-10,1.3950132068165506e-10,1.7404828969797673e-10,1.746423205825712e-10,1.5258420037355557e-10,1.6441076562874603e-10,1.6441621228416438e-10,1.4728725530830142e-10
b0092,1.9597132203647822e-10,1.8139015179844149e-10,1.8471030158278257e-10,1.7452938152272396e-10,1.5352187900453205e-10,1.3224685989781787e-10,1.9796449907628766e-10,1.8095526563119424e-10,1.9004763499128355e-10,1.5977396147255752e-10,1.5300973419924988e-10,1.7223747133127067e-10,2.1464985560578231e-10,2.2568830813266972e-10,1.9168554955453513e-10,2.2106718330182184e-10,1.8592397693012141e-10,1.6937141483899901e-10
b0093,1.457338699670808e-10,1.3247028694825941e-10,1.4679409282414365e-10,1.3609942150950352e-10,1.350932138139708e-10,1.2096975604175175e-10,1.604240002639067e-10,1.5482197345812957e-10,1.5148239810866085e-10,1.5098077800711073e-10,1.2790208091936075e-10,1.4746996815948015e-10,1.4275508469203836e-10,1.8527807363646319e-10,1.4941396065593434e-10,1.990459280196451e-10,1.702089792762436e-10,1.456404497018587e-10
b0094,1.5226665381437126e-10,1.5523087475619398e-10,1.6281290076122935e-10,1.584800246123736e-10,1.422953526476238e-10,1.3010423002271742e-10,1.6220439486034702e-10,1.5606057622693046e-10,1.626736554075215e-10,1.6122736623481653e-10,1.5262020325271446e-10,1.5452701283015217e-10,1.510842199137918e-10,1.840916905282747e-10,1.6588627019254145e-10,1.8324856493611923e-10,1.6516342459192273e-10,1.4646953267959624e-10
b0095,7.271318819258593e-10,7.765724202504954e-10,7.635023514599148e-10,8.007044022396205e-10,7.067140253315241e-10,6.080635945973575e-10,7.559330381829464e-10,8.068292817285152e-10,7.82913364605879e-10,7.166854057706929e-10,6.953787400479992e-10,6.552989591776841e-10,6.48418893329406e-10,7.536676562124244e-10,7.711167099971687e-10,7.822144365163646e-10,7.16892125738152e-10,6.68818354215037e-10
b0096,2.2549132209270084e-09,2.077595111698616e-09,2.103145751936796e-09,1.825875290369404e-09,1.7285279585922327e-09,1.932869956004083e-09,1.4866703384990056e-09,2.036026120354385e-09,1.7391618550849753e-09,1.7390011097498e-09,1.8428007380912523e-09,2.003805619551773e-09,2.0889152796357704e-09,1.976357009851093e-09,1.644741139196317e-09,1.6558278022951408e-09,2.2253981056902602e-09,2.2342286698523823e-09
b0097,2.4641385379478507e-10,2.676158790055131e-10,2.4996970722011543e-10,2.5745271795835405e-10,2.2969536233713787e-10,2.658930247831771e-10,2.555785106575103e-10,2.742678242760599e-10,2.839370389353622e-10,2.8078000101924625e-10,2.7433310513345737e-10,2.309862030306258e-10,3.0190918537655964e-10,3.155416544753421e-10,2.6228050290047956e-10,2.8895086349358313e-10,2.539541264916839e-10,2.6856701516626995e-10
b0098,3.2217691031539487e-10,3.079480182672247e-10,3.139123864237415e-10,3.268829740073645e-10,3.4280394883018837e-10,3.2325638962802037e-10,3.2307028892886015e-10,3.2731417208852935e-10,3.0873376254547786e-10,2.9827722847862904e-10,2.9256161418884837e-10,2.836658546746354e-10,3.1266175155764047e-10,2.9194314697574615e-10,2.876773123640833e-10,3.282127355635907e-10,2.963594835937099e-10,2.9740047278070877e-10
b0099,3.10413678225879e-11,2.1521473418838225e-11,2.404032154276244e-11,2.746406337707105e-11,2.0006733510689767e-11,3.1125062740819686e-11,2.754080434752528e-11,1.816302094120938e-11,2.2726010481035036e-11,2.5908400687076704e-11,2.6332611707792448e-11,3.231572844959358e-11,3.3260167325494856e-11,2.9486827275933956e-11,2.6722110754372416e-11,1.9545136932722396e-11,2.2963963477966197e-11,3.042303243992303e-11
b0101,1.7120295094029797e-10,1.4448883626271795e-10,2.0615752460920343e-10,1.6189569219895265e-10,1.6094907443549823e-10,1.6189502734521688e-10,1.786856972424283e-10,2.039824804244514e-10,1.5457019762594558e-10,1.5733875705061515e-10,1.5520281748986759e-10,1.670847485313578e-10,2.557913910317112e-10,1.6974142986992935e-10,1.6627424115306256e-10,1.6965369017564738e-10,1.4779138894110524e-10,1.8880370675914526e-10
b0102,1.2721241485301804e-10,1.1079841553067655e-10,1.1327747741751185e-10,9.938355449350604e-11,1.2530711556839824e-10,1.2241591494938412e-10,1.1226279995572191e-10,1.230266600983347e-10,1.2400646263408146e-10,1.1900863552354986e-10,1.2554090620647432e-10,1.1331278863689135e-10,1.228107588020645e-10,1.1670022153456864e-10,1.2298577763136338e-10,9.891820984210022e-11,1.1933797520088389e-10,1.18322841798647e-10
b0103,7.823961221734984e-11,7.246604079292576e-11,7.024537640838423e-11,7.678146959357763e-11,9.856124845636581e-11,7.716125900082514e-11,9.133520667602104e-11,1.0256247792770006e-10,7.794777229290921e-11,9.753259226393071e-11,8.63628581193618e-11,9.2840509161256e-11,1.1093028132863899e-10,9.250303072853476e-11,7.291247196569066e-11,8.762933419093923e-11,9.125088928260654e-11,1.0816532985226396e-10
