LINE 226 : 2020-10-01 18:27:15,648 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 378 : 2020-10-01 18:27:27,046 [INFO    ] Save file of enrichment results: Job Id:e120d373841dac2ff70265a5bbaf602e
LINE 387 : 2020-10-01 18:27:27,051 [WARNING ] Warning: No enrich terms using library KEGG_2019_Human when cutoff = 0.05
LINE 388 : 2020-10-01 18:27:27,052 [INFO    ] Done.

LINE 226 : 2020-10-01 18:27:27,061 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:27,277 [DEBUG   ] http://amp.pharm.mssm.edu:80 "GET /Enrichr/datasetStatistics HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:27,282 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:27,752 [DEBUG   ] https://maayanlab.cloud:443 "GET /Enrichr/datasetStatistics HTTP/1.1" 200 None
LINE 351 : 2020-10-01 18:27:27,866 [INFO    ] Connecting to Enrichr Server to get latest library names
LINE 369 : 2020-10-01 18:27:27,867 [DEBUG   ] Start Enrichr using library: OMIM_Disease
LINE 370 : 2020-10-01 18:27:27,867 [INFO    ] Analysis name: , Enrichr Library: OMIM_Disease
LINE 226 : 2020-10-01 18:27:27,870 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:28,086 [DEBUG   ] http://amp.pharm.mssm.edu:80 "POST /Enrichr/addList HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:28,091 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:29,771 [DEBUG   ] https://maayanlab.cloud:443 "POST /Enrichr/addList HTTP/1.1" 200 74
LINE 226 : 2020-10-01 18:27:30,782 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:30,998 [DEBUG   ] http://amp.pharm.mssm.edu:80 "GET /Enrichr/export?userListId=30210184&filename=OMIM_Disease..reports&backgroundType=OMIM_Disease HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:31,005 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:31,513 [DEBUG   ] https://maayanlab.cloud:443 "GET /Enrichr/export?userListId=30210184&filename=OMIM_Disease..reports&backgroundType=OMIM_Disease HTTP/1.1" 200 4629
LINE 378 : 2020-10-01 18:27:31,520 [INFO    ] Save file of enrichment results: Job Id:b275b5918fa42f7e9a134c3845e069dc
LINE 387 : 2020-10-01 18:27:31,523 [WARNING ] Warning: No enrich terms using library OMIM_Disease when cutoff = 0.05
LINE 388 : 2020-10-01 18:27:31,524 [INFO    ] Done.

LINE 226 : 2020-10-01 18:27:31,534 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:31,751 [DEBUG   ] http://amp.pharm.mssm.edu:80 "GET /Enrichr/datasetStatistics HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:31,756 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:32,226 [DEBUG   ] https://maayanlab.cloud:443 "GET /Enrichr/datasetStatistics HTTP/1.1" 200 None
LINE 351 : 2020-10-01 18:27:32,340 [INFO    ] Connecting to Enrichr Server to get latest library names
LINE 369 : 2020-10-01 18:27:32,341 [DEBUG   ] Start Enrichr using library: GO_Biological_Process_2018
LINE 370 : 2020-10-01 18:27:32,341 [INFO    ] Analysis name: , Enrichr Library: GO_Biological_Process_2018
LINE 226 : 2020-10-01 18:27:32,344 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:32,561 [DEBUG   ] http://amp.pharm.mssm.edu:80 "POST /Enrichr/addList HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:32,566 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:34,232 [DEBUG   ] https://maayanlab.cloud:443 "POST /Enrichr/addList HTTP/1.1" 200 74
LINE 226 : 2020-10-01 18:27:35,239 [DEBUG   ] Starting new HTTP connection (1): amp.pharm.mssm.edu:80
LINE 433 : 2020-10-01 18:27:35,455 [DEBUG   ] http://amp.pharm.mssm.edu:80 "GET /Enrichr/export?userListId=30210185&filename=GO_Biological_Process_2018..reports&backgroundType=GO_Biological_Process_2018 HTTP/1.1" 307 171
LINE 939 : 2020-10-01 18:27:35,458 [DEBUG   ] Starting new HTTPS connection (1): maayanlab.cloud:443
LINE 433 : 2020-10-01 18:27:36,458 [DEBUG   ] https://maayanlab.cloud:443 "GET /Enrichr/export?userListId=30210185&filename=GO_Biological_Process_2018..reports&backgroundType=GO_Biological_Process_2018 HTTP/1.1" 200 None
LINE 378 : 2020-10-01 18:27:37,018 [INFO    ] Save file of enrichment results: Job Id:fc3500185c80b8c1172f16c3355d68c5
LINE 1334: 2020-10-01 18:27:37,114 [DEBUG   ] findfont: Matching sans\-serif:style=normal:variant=normal:weight=bold:stretch=normal:size=24.0.
LINE 1346: 2020-10-01 18:27:37,151 [DEBUG   ] findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymReg.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'cmb10' (cmb10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono-BoldOblique.ttf) oblique normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Sans' (DejaVuSans.ttf) normal normal 400 normal>) = 0.33499999999999996
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Sans' (DejaVuSans-Bold.ttf) normal normal 700 normal>) = 0.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono-Bold.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif-Italic.ttf) italic normal 400 normal>) = 11.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'DejaVu Serif Display' (DejaVuSerifDisplay.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXSizeThreeSym' (STIXSizThreeSymBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXGeneral' (STIXGeneralBolIta.ttf) italic normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'cmsy10' (cmsy10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXSizeTwoSym' (STIXSizTwoSymReg.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniIta.ttf) italic normal 400 normal>) = 11.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXGeneral' (STIXGeneral.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'cmex10' (cmex10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,152 [DEBUG   ] findfont: score(<Font 'STIXSizeFiveSym' (STIXSizFiveSymReg.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono-Oblique.ttf) oblique normal 400 normal>) = 11.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Sans' (DejaVuSans-Oblique.ttf) oblique normal 400 normal>) = 1.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBolIta.ttf) italic normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXGeneral' (STIXGeneralBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'cmtt10' (cmtt10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'cmr10' (cmr10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'cmmi10' (cmmi10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif-BoldItalic.ttf) italic normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Display' (DejaVuSansDisplay.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Sans Mono' (DejaVuSansMono.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXSizeThreeSym' (STIXSizThreeSymReg.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXSizeOneSym' (STIXSizOneSymReg.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXGeneral' (STIXGeneralItalic.ttf) italic normal 400 normal>) = 11.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Serif' (DejaVuSerif-Bold.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUni.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXSizeOneSym' (STIXSizOneSymBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXSizeTwoSym' (STIXSizTwoSymBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'DejaVu Sans' (DejaVuSans-BoldOblique.ttf) oblique normal 700 normal>) = 1.05
LINE 1346: 2020-10-01 18:27:37,153 [DEBUG   ] findfont: score(<Font 'STIXSizeFourSym' (STIXSizFourSymBol.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'cmss10' (cmss10.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Ubuntu' (Ubuntu-B.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Times New Roman' (Times New Roman Bold.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Ubuntu' (Ubuntu-M.ttf) normal normal 500 normal>) = 10.24
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Devanagari Sangam MN' (Devanagari Sangam MN.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Brush Script MT' (Brush Script.ttf) italic normal 400 normal>) = 11.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font '.SF NS Display Condensed' (SFNSDisplayCondensed-Ultralight.otf) normal normal 400 condensed>) = 10.535
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Copperplate' (Copperplate.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Noto Sans Kharoshthi' (NotoSansKharoshthi-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Gurmukhi MT' (Gurmukhi.ttf) normal normal 500 normal>) = 10.24
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Times New Roman' (Times New Roman Bold Italic.ttf) italic normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Seravek' (Seravek.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Noto Sans Meetei Mayek' (NotoSansMeeteiMayek-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Noto Sans Buginese' (NotoSansBuginese-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font '.SF NS Display Condensed' (SFNSDisplayCondensed-Black.otf) normal normal 900 condensed>) = 10.44
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Muna' (Muna.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Trattatello' (Trattatello.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Heiti TC' (STHeiti Medium.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Khmer MN' (Khmer MN.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Noto Sans Lycian' (NotoSansLycian-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,154 [DEBUG   ] findfont: score(<Font 'Devanagari MT' (DevanagariMT.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Apple Symbols' (Apple Symbols.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Noto Sans Coptic' (NotoSansCoptic-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'PingFang HK' (PingFang.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Chalkboard SE' (ChalkboardSE.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'STIXIntegralsUpSm' (STIXIntUpSmBol.otf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Shree Devanagari 714' (Shree714.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'KufiStandardGK' (KufiStandardGK.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Noto Sans Egyptian Hieroglyphs' (NotoSansEgyptianHieroglyphs-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Plantagenet Cherokee' (PlantagenetCherokee.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Tahoma' (Tahoma Bold.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Arial Narrow' (Arial Narrow Italic.ttf) italic normal 400 condensed>) = 11.535
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Noto Sans Runic' (NotoSansRunic-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font '.SF Compact Text' (SFCompactText.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Noto Sans Carian' (NotoSansCarian-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Noto Sans Lepcha' (NotoSansLepcha-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W8.ttc) normal normal 800 normal>) = 10.145
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font '.Arabic UI Display' (ArabicUIDisplay.ttc) normal normal 900 normal>) = 10.24
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Comic Sans MS' (Comic Sans MS Bold.ttf) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Kannada Sangam MN' (Kannada Sangam MN.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Source Code Pro' (SourceCodePro-Semibold.ttf) normal normal 600 normal>) = 10.145
LINE 1346: 2020-10-01 18:27:37,155 [DEBUG   ] findfont: score(<Font 'Myanmar Sangam MN' (Myanmar Sangam MN.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Georgia' (Georgia.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Menlo' (Menlo.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Helvetica Neue' (HelveticaNeue.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Noto Sans Tagbanwa' (NotoSansTagbanwa-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Bodoni Ornaments' (Bodoni Ornaments.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'STIXIntegralsSm' (STIXIntSmReg.otf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Gurmukhi Sangam MN' (Gurmukhi Sangam MN.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font '.SF NS Text Condensed' (SFNSTextCondensed-Medium.otf) normal normal 500 condensed>) = 10.44
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Helvetica' (Helvetica.ttc) normal normal 400 normal>) = 7.607727272727273
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Arial' (Arial Italic.ttf) italic normal 400 normal>) = 7.698636363636363
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Noto Sans Tai Tham' (NotoSansTaiTham-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Lao Sangam MN' (Lao Sangam MN.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Hiragino Sans' (ヒラギノ角ゴシック W6.ttc) normal normal 600 normal>) = 10.145
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Mshtakan' (Mshtakan.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Heiti TC' (STHeiti Light.ttc) normal normal 300 normal>) = 10.43
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Beirut' (Beirut.ttc) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Times' (Times.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Source Code Pro' (SourceCodePro-ExtraLightIt.ttf) italic normal 200 normal>) = 11.525
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'STIXNonUnicode' (STIXNonUniBolIta.otf) italic normal 700 normal>) = 11.05
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Silom' (Silom.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,156 [DEBUG   ] findfont: score(<Font 'Gill Sans' (GillSans.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font 'Noto Sans New Tai Lue' (NotoSansNewTaiLue-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font 'Noto Sans Lydian' (NotoSansLydian-Regular.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font 'Diwan Thuluth' (Diwan Thuluth.ttf) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font 'Gujarati MT' (GujaratiMT.ttc) normal normal 400 normal>) = 10.335
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font 'Avenir Next' (Avenir Next.ttc) normal normal 700 normal>) = 10.05
LINE 1346: 2020-10-01 18:27:37,157 [DEBUG   ] findfont: score(<Font '.SF NS Text Condensed' (SFNSTextCondensed-Heavy.otf) normal normal 800 condensed>) = 10.344999999999999
